,candle_begin_time,open,high,low,close,volume,volume_value,pos,start_time,equity_change,equity_curve
257,2006-01-25,960.03,963.74,947.3,957.79,12817112,6429186424,1.0,2005-12-19,-0.002668010147997446,1.2788463995753159
258,2006-02-06,961.03,980.99,960.32,980.91,12923122,6494041689,1.0,2005-12-19,0.02415992557571367,1.3097432334118249
259,2006-02-07,983.34,989.7,970.31,981.57,17016908,8731551777,1.0,2005-12-19,0.0006734167579918182,1.3106252364538709
260,2006-02-08,979.15,983.04,970.41,982.94,13588631,6721582402,1.0,2005-12-19,0.0013969092349550571,1.3124560609502385
261,2006-02-09,982.18,982.18,967.31,969.58,11835024,5767868742,1.0,2005-12-19,-0.01360341141422361,1.294602181190041
262,2006-02-10,971.25,980.8,970.83,980.8,11797244,5779585861,1.0,2005-12-19,0.01158197624925461,1.3095962329048172
263,2006-02-13,981.63,981.71,967.13,977.4,11393722,5621309832,1.0,2005-12-19,-0.0034695060359958285,1.3050525808700366
264,2006-02-14,977.28,986.06,976.16,986.06,10447628,5125475701,1.0,2005-12-19,0.008867802857813079,1.3166255298762723
265,2006-02-15,987.09,990.49,982.03,986.16,12322016,5915206923,1.0,2005-12-19,0.00010149949360682697,1.3167591667008247
266,2006-02-16,986.33,986.33,958.18,958.59,14477527,6889036469,1.0,2005-12-19,-0.02630525218092372,1.2821214847592166
267,2006-02-17,961.25,962.5,949.43,949.99,11246008,5393894628,0.0,,0.0,1.2821214847592166
268,2006-02-20,949.03,952.42,942.71,943.77,9821571,4625165797,0.0,,0.0,1.2821214847592166
269,2006-02-21,943.11,960.09,933.37,960.017,10166777,4634345661,-1.0,2006-02-21,-0.018971051445170084,1.2577982921128916
270,2006-02-22,960.1,967.61,957.66,959.95,10339440,4748612576,-1.0,2006-02-21,7.239337850806216e-05,1.2578893483807394
271,2006-02-23,959.13,960.67,946.88,958.72,9184009,4143174452,-1.0,2006-02-21,0.0013289165648637802,1.2595609783725683
272,2006-02-24,959.34,967.29,958.38,967.16,10007130,4661548040,-1.0,2006-02-21,-0.009106642590714586,1.2480906067213184
273,2006-02-27,968.21,969.34,959.45,963.38,9025473,4046904109,-1.0,2006-02-21,0.004116050819922945,1.2532278110864519
274,2006-02-28,962.52,964.95,947.87,964.73,8702275,3875932474,-1.0,2006-02-21,-0.001463992283334381,1.2513930952417613
275,2006-03-01,966.84,972.25,963.24,972.07,9658441,4417155091,-1.0,2006-02-21,-0.00916695739674267,1.239921628051102
276,2006-03-02,972.15,972.15,950.38,953.37,11407654,5300239815,0.0,,0.0,1.239921628051102
277,2006-03-03,951.93,956.95,941.8,954.46,9435552,4461964302,-1.0,2006-03-03,-0.0037073646402364657,1.235324786450601
278,2006-03-06,955.25,957.2,949.46,952.35,7323049,3384122651,-1.0,2006-03-03,0.002224591371389195,1.2380728793114022
279,2006-03-07,951.64,951.64,927.5,928.58,8621117,3830280828,-1.0,2006-03-03,0.025005291405600927,1.2690312524399552
